Date,Tweets,Likes
20240920-0135,0,0
20240920-0140,0,0
20240920-0145,0,0
20240920-0150,0,0
20240920-0155,0,0
20240920-0200,0,0
20240920-0205,0,0
20240920-0210,0,0
20240920-0215,0,2
20240920-0220,3,4
20240920-0225,3,9
20240920-0230,1,2
20240920-0235,0,0
20240920-0240,0,0
20240920-0245,0,5
20240920-0250,0,0
20240920-0255,1,0
20240920-0300,0,3
20240920-0305,2,1
20240920-0310,0,0
20240920-0315,0,0
20240920-0320,0,0
20240920-0325,0,0
20240920-0330,0,0
20240920-0335,0,0
20240920-0340,2,0
20240920-0345,0,0
20240920-0350,1,5
20240920-0355,0,0
20240920-0400,4,7
20240920-0405,5,14
20240920-0410,0,0
20240920-0415,0,0
20240920-0420,0,0
20240920-0425,0,0
20240920-0430,0,0
20240920-0435,0,0
20240920-0440,0,0
20240920-0445,0,0
20240920-0450,0,0
20240920-0455,0,0
20240920-0500,0,0
20240920-0505,0,0
20240920-0510,0,0
20240920-0515,0,0
20240920-0520,0,0
20240920-0525,0,0
20240920-0530,0,0
20240920-0535,0,0
20240920-0540,0,0
20240920-0545,0,0
20240920-0550,0,0
20240920-0555,0,0
20240920-0600,0,0
20240920-0605,0,0
20240920-0610,0,0
20240920-0615,0,0
20240920-0620,0,0
20240920-0625,0,0
20240920-0630,0,0
20240920-0635,0,0
20240920-0640,0,0
20240920-0645,0,0
20240920-0650,0,0
20240920-0655,0,-1
20240920-0700,0,0
20240920-0705,0,0
20240920-0710,0,0
20240920-0715,0,0
20240920-0720,0,0
20240920-0725,0,0
20240920-0730,0,0
20240920-0735,0,0
20240920-0740,0,0
20240920-0745,0,0
20240920-0750,0,0
20240920-0755,0,0
20240920-0800,0,0
20240920-0805,0,0
20240920-0810,0,0
20240920-0815,0,0
20240920-0820,0,0
20240920-0825,0,0
20240920-0830,0,0
20240920-0835,0,0
20240920-0840,0,0
20240920-0845,0,0
20240920-0850,0,0
20240920-0855,0,-3
20240920-0900,0,0
20240920-0905,0,0
20240920-0910,0,0
20240920-0915,0,0
20240920-0920,0,0
20240920-0925,0,0
20240920-0930,0,0
20240920-0935,0,0
20240920-0940,0,0
20240920-0945,0,0
20240920-0950,0,0
20240920-0955,0,0
20240920-1000,0,0
20240920-1005,0,0
20240920-1010,0,0
20240920-1015,0,0
20240920-1020,-1,0
20240920-1025,0,0
20240920-1030,0,0
20240920-1035,0,0
20240920-1040,0,0
20240920-1045,0,0
20240920-1050,0,0
20240920-1055,0,-13
20240920-1100,0,0
20240920-1105,0,0
20240920-1110,0,0
20240920-1115,0,0
20240920-1120,0,0
20240920-1125,0,0
20240920-1130,0,0
20240920-1135,0,0
20240920-1140,0,0
20240920-1145,0,0
20240920-1150,0,0
20240920-1155,0,0
20240920-1200,0,0
20240920-1205,0,0
20240920-1210,0,0
20240920-1215,0,0
20240920-1220,0,0
20240920-1225,0,0
20240920-1230,0,0
20240920-1235,0,0
20240920-1240,0,0
20240920-1245,0,0
20240920-1250,0,0
20240920-1255,0,-7
20240920-1300,0,0
20240920-1305,0,0
20240920-1310,0,0
20240920-1315,0,0
20240920-1320,0,0
20240920-1325,0,0
20240920-1330,0,0
20240920-1335,0,0
20240920-1340,3,3
20240920-1345,0,0
20240920-1350,0,0
20240920-1355,0,0
20240920-1400,0,0
20240920-1405,0,0
20240920-1410,0,0
20240920-1415,0,0
20240920-1420,0,0
20240920-1425,0,0
20240920-1430,0,0
20240920-1435,0,0
20240920-1440,0,0
20240920-1445,0,0
20240920-1450,0,0
20240920-1455,0,0
20240920-1500,0,0
20240920-1505,1,3
20240920-1510,0,0
20240920-1515,0,0
20240920-1520,0,0
20240920-1525,0,0
20240920-1530,0,0
20240920-1535,0,0
20240920-1540,0,0
20240920-1545,0,0
20240920-1550,0,0
20240920-1555,0,0
20240920-1600,0,0
20240920-1605,0,0
20240920-1610,0,0
20240920-1615,0,0
20240920-1620,0,0
20240920-1625,0,0
20240920-1630,0,0
20240920-1635,0,0
20240920-1640,0,0
20240920-1645,0,0
20240920-1650,0,0
20240920-1655,0,0
20240920-1700,0,0
20240920-1705,0,0
20240920-1710,0,0
20240920-1715,0,0
20240920-1720,0,0
20240920-1725,0,0
20240920-1730,1,1
20240920-1735,0,0
20240920-1740,1,6
20240920-1745,0,0
20240920-1750,0,0
20240920-1755,0,-1
20240920-1800,0,0
20240920-1805,0,0
20240920-1810,0,0
20240920-1815,0,0
20240920-1820,0,0
20240920-1825,0,0
20240920-1830,0,0
20240920-1835,0,0
20240920-1840,0,0
20240920-1845,0,0
20240920-1850,0,0
20240920-1855,1,0
20240920-1900,0,0
20240920-1905,0,0
20240920-1910,3,2
20240920-1915,1,1
20240920-1920,0,0
20240920-1925,0,0
20240920-1930,0,0
20240920-1935,0,-5
20240920-1940,0,0
20240920-1945,0,1
20240920-1950,3,9
20240920-1955,0,0
20240920-2000,0,0
20240920-2005,0,0
20240920-2010,0,0
20240920-2015,0,0
20240920-2020,0,0
20240920-2025,0,0
20240920-2030,0,4
20240920-2035,0,0
20240920-2040,0,0
20240920-2045,0,0
20240920-2050,0,0
20240920-2055,0,0
20240920-2100,0,0
20240920-2105,0,0
20240920-2110,0,0
20240920-2115,0,0
20240920-2120,0,0
20240920-2125,0,0
20240920-2130,0,0
20240920-2135,1,3
20240920-2140,0,3
20240920-2145,1,5
20240920-2150,0,2
20240920-2155,1,1
20240920-2200,0,0
20240920-2205,0,0
20240920-2210,0,0
20240920-2215,0,0
20240920-2220,0,0
20240920-2225,0,0
20240920-2230,0,0
20240920-2235,0,0
20240920-2240,0,0
20240920-2245,0,0
20240920-2250,0,0
20240920-2255,0,0
20240920-2300,0,0
20240920-2305,0,0
20240920-2310,0,0
20240920-2315,0,0
20240920-2320,0,-1
20240920-2325,0,0
20240920-2330,0,0
20240920-2335,0,0
20240920-2340,0,0
20240920-2345,0,0
20240920-2350,0,0
20240920-2355,0,0
20240921-0000,1,3
20240921-0005,2,2
20240921-0010,0,10
20240921-0015,0,0
20240921-0020,2,1
20240921-0025,0,0
20240921-0030,0,0
20240921-0035,0,0
20240921-0040,0,0
20240921-0045,0,0
20240921-0050,0,0
20240921-0055,2,5
20240921-0100,3,10
20240921-0105,3,12
20240921-0110,3,5
20240921-0115,0,0
20240921-0120,0,0
20240921-0125,0,0
20240921-0130,2,6
20240921-0135,1,4
20240921-0140,1,2
20240921-0145,0,0
20240921-0150,0,0
20240921-0155,0,0
20240921-0200,0,0
20240921-0205,0,0
20240921-0210,3,4
20240921-0215,2,4
20240921-0220,3,5
20240921-0225,2,3
20240921-0230,4,19
20240921-0235,4,7
20240921-0240,1,3
20240921-0245,0,0
20240921-0250,1,6
20240921-0255,3,6
20240921-0300,4,7
20240921-0305,1,6
20240921-0310,0,0
20240921-0315,0,0
20240921-0320,0,0
20240921-0325,0,0
20240921-0330,0,0
20240921-0335,0,0
20240921-0340,0,0
20240921-0345,0,0
20240921-0350,0,0
20240921-0355,0,0
20240921-0400,0,0
20240921-0405,0,0
20240921-0410,0,0
20240921-0415,0,0
20240921-0420,0,0
20240921-0425,0,0
20240921-0430,0,0
20240921-0435,0,0
20240921-0440,0,0
20240921-0445,0,0
20240921-0450,0,0
20240921-0455,0,0
20240921-0500,0,0
20240921-0505,0,0
20240921-0510,0,0
20240921-0515,0,0
20240921-0520,0,0
20240921-0525,0,0
20240921-0530,0,0
20240921-0535,0,0
20240921-0540,0,0
20240921-0545,0,0
20240921-0550,0,0
20240921-0555,0,0
20240921-0600,0,0
20240921-0605,0,0
20240921-0610,0,0
20240921-0615,0,0
20240921-0620,0,0
20240921-0625,0,0
20240921-0630,0,0
20240921-0635,0,0
20240921-0640,0,0
20240921-0645,0,0
20240921-0650,0,0
20240921-0655,0,0
20240921-0700,0,0
20240921-0705,0,0
20240921-0710,0,0
20240921-0715,1,2
20240921-0720,0,0
20240921-0725,0,0
20240921-0730,1,9
20240921-0735,0,5
20240921-0740,1,5
20240921-0745,0,0
20240921-0750,1,3
20240921-0755,0,0
20240921-0800,1,6
20240921-0805,3,14
20240921-0810,2,3
20240921-0815,0,1
20240921-0820,1,7
20240921-0825,5,7
20240921-0830,1,4
20240921-0835,3,2
20240921-0840,0,0
20240921-0845,0,0
20240921-0850,1,4
20240921-0855,1,6
20240921-0900,1,2
20240921-0905,0,0
20240921-0910,0,0
20240921-0915,0,0
20240921-0920,0,0
20240921-0925,0,0
20240921-0930,0,0
20240921-0935,0,0
20240921-0940,0,0
20240921-0945,0,0
20240921-0950,0,0
20240921-0955,0,0
20240921-1000,0,0
20240921-1005,0,0
20240921-1010,0,1
20240921-1015,2,7
20240921-1020,3,11
20240921-1025,3,12
20240921-1030,3,6
20240921-1035,0,0
20240921-1040,0,0
20240921-1045,2,4
20240921-1050,0,4
20240921-1055,0,0
20240921-1100,0,0
20240921-1105,0,0
20240921-1110,0,0
20240921-1115,0,0
20240921-1120,0,0
20240921-1125,0,0
20240921-1130,0,0
20240921-1135,0,0
20240921-1140,0,3
20240921-1145,1,6
20240921-1150,0,0
20240921-1155,0,0
20240921-1200,0,-2
20240921-1205,0,0
20240921-1210,0,0
20240921-1215,0,0
20240921-1220,0,0
20240921-1225,0,0
20240921-1230,0,0
20240921-1235,1,1
20240921-1240,0,1
20240921-1245,0,0
20240921-1250,0,0
20240921-1255,0,0
20240921-1300,0,0
20240921-1305,0,0
20240921-1310,0,0
20240921-1315,0,0
20240921-1320,0,0
20240921-1325,0,0
20240921-1330,1,0
20240921-1335,1,0
20240921-1340,1,3
20240921-1345,3,2
20240921-1350,3,3
20240921-1355,1,1
20240921-1400,1,1
20240921-1405,0,0
20240921-1410,1,1
20240921-1415,1,1
20240921-1420,2,6
20240921-1425,1,2
20240921-1430,2,1
20240921-1435,1,2
20240921-1440,3,7
20240921-1445,2,2
20240921-1450,0,4
20240921-1455,0,0
20240921-1500,0,0
20240921-1505,0,0
20240921-1510,0,0
20240921-1515,0,0
20240921-1520,0,0
20240921-1525,0,0
20240921-1530,0,0
20240921-1535,0,0
20240921-1540,0,0
20240921-1545,0,0
20240921-1550,2,3
20240921-1555,0,4
20240921-1600,2,7
20240921-1605,0,-1
20240921-1610,0,0
20240921-1615,2,0
20240921-1620,2,2
20240921-1625,1,1
20240921-1630,2,6
20240921-1635,1,4
20240921-1640,1,0
20240921-1645,0,1
20240921-1650,1,0
20240921-1655,4,4
20240921-1700,1,12
20240921-1705,3,5
20240921-1710,0,3
20240921-1715,1,1
20240921-1720,0,0
20240921-1725,0,0
20240921-1730,2,4
20240921-1735,2,0
20240921-1740,0,0
20240921-1745,0,0
20240921-1750,0,0
20240921-1755,0,-10
20240921-1800,0,0
20240921-1805,0,0
20240921-1810,0,0
20240921-1815,0,0
20240921-1820,0,0
20240921-1825,0,0
20240921-1830,0,0
20240921-1835,0,0
20240921-1840,0,0
20240921-1845,0,0
20240921-1850,0,0
20240921-1855,0,0
20240921-1900,0,0
20240921-1905,0,0
20240921-1910,0,0
20240921-1915,0,0
20240921-1920,1,0
20240921-1925,0,0
20240921-1930,1,5
20240921-1935,2,2
20240921-1940,0,0
20240921-1945,0,0
20240921-1950,0,-1
20240921-1955,0,0
20240921-2000,1,1
20240921-2005,0,0
20240921-2010,0,1
20240921-2015,2,2
20240921-2020,0,0
20240921-2025,1,2
20240921-2030,5,18
20240921-2035,2,9
20240921-2040,4,19
20240921-2045,5,5
20240921-2050,4,12
20240921-2055,4,7
20240921-2100,3,8
20240921-2105,4,14
20240921-2110,3,10
20240921-2115,0,3
20240921-2120,0,2
20240921-2125,1,6
20240921-2130,0,4
20240921-2135,0,0
20240921-2140,0,4
20240921-2145,1,0
20240921-2150,3,3
20240921-2155,0,0
20240921-2200,0,0
20240921-2205,0,0
20240921-2210,0,0
20240921-2215,0,0
20240921-2220,0,0
20240921-2225,0,0
20240921-2230,0,0
20240921-2235,0,0
20240921-2240,0,0
20240921-2245,0,0
20240921-2250,0,0
20240921-2255,0,0
20240921-2300,0,0
20240921-2305,0,0
20240921-2310,0,0
20240921-2315,0,0
20240921-2320,0,0
20240921-2325,0,0
20240921-2330,2,3
20240921-2335,4,13
20240921-2340,0,0
20240921-2345,0,0
20240921-2350,0,0
20240921-2355,0,0
20240922-0000,0,0
20240922-0005,0,0
20240922-0010,0,0
20240922-0015,0,0
20240922-0020,0,0
20240922-0025,0,0
20240922-0030,0,0
20240922-0035,0,0
20240922-0040,0,0
20240922-0045,0,0
20240922-0050,0,0
20240922-0055,0,0
20240922-0100,0,0
20240922-0105,0,0
20240922-0110,0,-1
20240922-0115,0,0
20240922-0120,0,0
20240922-0125,0,0
20240922-0130,0,0
20240922-0135,0,0
20240922-0140,0,0
20240922-0145,0,0
20240922-0150,0,0
20240922-0155,0,0
20240922-0200,0,0
20240922-0205,0,0
20240922-0210,0,0
20240922-0215,0,0
20240922-0220,0,0
20240922-0225,0,0
20240922-0230,0,0
20240922-0235,0,0
20240922-0240,0,0
20240922-0245,0,0
20240922-0250,0,0
20240922-0255,0,0
20240922-0300,0,0
20240922-0305,0,0
20240922-0310,0,0
20240922-0315,0,0
20240922-0320,0,0
20240922-0325,0,0
20240922-0330,0,0
20240922-0335,0,0
20240922-0340,0,0
20240922-0345,0,0
20240922-0350,0,0
20240922-0355,0,0
20240922-0400,0,0
20240922-0405,0,0
20240922-0410,0,0
20240922-0415,0,0
20240922-0420,0,0
20240922-0425,0,0
20240922-0430,0,0
20240922-0435,0,0
20240922-0440,0,0
20240922-0445,0,0
20240922-0450,0,0
20240922-0455,0,0
20240922-0500,0,0
20240922-0505,0,0
20240922-0510,0,0
20240922-0515,0,0
20240922-0520,0,0
20240922-0525,0,0
20240922-0530,0,0
20240922-0535,0,0
20240922-0540,0,0
20240922-0545,0,0
20240922-0550,0,0
20240922-0555,0,0
20240922-0600,0,0
20240922-0605,0,0
20240922-0610,0,0
20240922-0615,0,0
20240922-0620,0,0
20240922-0625,0,0
20240922-0630,0,-2
20240922-0635,0,0
20240922-0640,0,0
20240922-0645,0,0
20240922-0650,0,0
20240922-0655,0,0
20240922-0700,0,0
20240922-0705,0,0
20240922-0710,0,0
20240922-0715,0,0
20240922-0720,0,0
20240922-0725,0,0
20240922-0730,0,0
20240922-0735,0,0
20240922-0740,0,0
20240922-0745,0,1
20240922-0750,0,0
20240922-0755,0,0
20240922-0800,0,0
20240922-0805,1,0
20240922-0810,0,1
20240922-0815,2,3
20240922-0820,2,2
20240922-0825,0,0
20240922-0830,0,-1
20240922-0835,0,0
20240922-0840,0,0
20240922-0845,0,0
20240922-0850,0,0
20240922-0855,0,0
20240922-0900,0,0
20240922-0905,0,0
20240922-0910,0,0
20240922-0915,1,3
20240922-0920,1,1
20240922-0925,0,0
20240922-0930,0,0
20240922-0935,0,0
20240922-0940,0,0
20240922-0945,1,3
20240922-0950,0,0
20240922-0955,0,0
20240922-1000,0,1
20240922-1005,3,2
20240922-1010,2,2
20240922-1015,1,1
20240922-1020,0,0
20240922-1025,0,-10
20240922-1030,0,0
20240922-1035,-1,0
20240922-1040,3,7
20240922-1045,4,4
20240922-1050,3,6
20240922-1055,4,3
20240922-1100,2,10
20240922-1105,4,16
20240922-1110,2,2
20240922-1115,1,0
20240922-1120,0,0
20240922-1125,0,0
20240922-1130,0,0
20240922-1135,0,0
20240922-1140,0,0
20240922-1145,0,0
20240922-1150,0,0
20240922-1155,0,0
20240922-1200,0,-3
20240922-1205,0,0
20240922-1210,0,0
20240922-1215,0,0
20240922-1220,0,0
20240922-1225,0,0
20240922-1230,0,0
20240922-1235,0,0
20240922-1240,0,0
20240922-1245,0,0
20240922-1250,0,0
20240922-1255,0,0
20240922-1300,0,0
20240922-1305,0,0
20240922-1310,0,0
20240922-1315,0,0
20240922-1320,0,0
20240922-1325,0,0
20240922-1330,0,0
20240922-1335,0,0
20240922-1340,0,0
20240922-1345,0,0
20240922-1350,0,0
20240922-1355,0,0
20240922-1400,0,0
20240922-1405,0,0
20240922-1410,0,0
20240922-1415,0,0
20240922-1420,0,0
20240922-1425,0,0
20240922-1430,0,0
20240922-1435,0,0
20240922-1440,2,4
20240922-1445,4,6
20240922-1450,4,14
20240922-1455,4,4
20240922-1500,4,4
20240922-1505,2,12
20240922-1510,2,11
20240922-1515,2,15
20240922-1520,1,3
20240922-1525,0,0
20240922-1530,2,1
20240922-1535,0,1
20240922-1540,0,0
20240922-1545,0,0
20240922-1550,0,0
20240922-1555,0,0
20240922-1600,0,0
20240922-1605,0,0
20240922-1610,0,0
20240922-1615,0,0
20240922-1620,0,0
20240922-1625,2,5
20240922-1630,0,0
20240922-1635,3,5
20240922-1640,2,3
20240922-1645,4,7
20240922-1650,0,0
20240922-1655,0,0
20240922-1700,0,0
20240922-1705,0,0
20240922-1710,0,0
20240922-1715,0,0
20240922-1720,0,0
20240922-1725,1,10
20240922-1730,3,1
20240922-1735,0,3
20240922-1740,0,0
20240922-1745,0,0
20240922-1750,0,5
20240922-1755,0,5
20240922-1800,0,0
20240922-1805,1,2
20240922-1810,0,0
20240922-1815,1,3
20240922-1820,0,0
20240922-1825,1,2
20240922-1830,1,2
20240922-1835,0,0
20240922-1840,0,0
20240922-1845,1,13
20240922-1850,2,6
20240922-1855,0,2
20240922-1900,1,1
20240922-1905,1,3
20240922-1910,1,3
20240922-1915,2,4
20240922-1920,1,4
20240922-1925,0,1
20240922-1930,1,4
20240922-1935,1,2
20240922-1940,1,4
20240922-1945,1,6
20240922-1950,2,3
20240922-1955,0,0
20240922-2000,0,0
20240922-2005,0,0
20240922-2010,0,0
20240922-2015,0,0
20240922-2020,0,0
20240922-2025,0,0
20240922-2030,0,0
20240922-2035,0,0
20240922-2040,0,0
20240922-2045,0,0
20240922-2050,0,0
20240922-2055,0,0
20240922-2100,0,0
20240922-2105,0,0
20240922-2110,0,0
20240922-2115,0,0
20240922-2120,0,0
20240922-2125,0,0
20240922-2130,0,0
20240922-2135,0,0
20240922-2140,0,0
20240922-2145,0,0
20240922-2150,0,0
20240922-2155,0,0
20240922-2200,1,2
20240922-2205,1,8
20240922-2210,2,8
20240922-2215,0,1
20240922-2220,0,0
20240922-2225,0,0
20240922-2230,0,0
20240922-2235,0,1
20240922-2240,1,6
20240922-2245,0,0
20240922-2250,2,5
20240922-2255,1,1
20240922-2300,0,0
20240922-2305,0,0
20240922-2310,0,0
20240922-2315,0,0
20240922-2320,0,0
20240922-2325,0,0
20240922-2330,0,3
20240922-2335,3,5
20240922-2340,0,-1
20240922-2345,0,0
20240922-2350,1,6
20240922-2355,0,0
20240923-0000,0,3
20240923-0005,0,3
20240923-0010,0,6
20240923-0015,0,0
20240923-0020,0,1
20240923-0025,0,1
20240923-0030,3,4
20240923-0035,0,0
20240923-0040,0,0
20240923-0045,0,0
20240923-0050,0,0
20240923-0055,0,0
20240923-0100,0,0
20240923-0105,0,0
20240923-0110,0,0
20240923-0115,0,0
20240923-0120,0,0
20240923-0125,0,0
20240923-0130,0,0
20240923-0135,0,0
20240923-0140,0,0
20240923-0145,0,0
20240923-0150,0,0
20240923-0155,0,0
20240923-0200,0,0
20240923-0205,0,0
20240923-0210,0,0
20240923-0215,0,0
20240923-0220,0,0
20240923-0225,0,0
20240923-0230,0,0
20240923-0235,0,0
20240923-0240,0,0
20240923-0245,0,0
20240923-0250,0,0
20240923-0255,0,0
20240923-0300,0,0
20240923-0305,0,0
20240923-0310,0,0
20240923-0315,0,0
20240923-0320,0,0
20240923-0325,0,0
20240923-0330,0,0
20240923-0335,0,0
20240923-0340,0,0
20240923-0345,0,0
20240923-0350,0,0
20240923-0355,0,0
20240923-0400,0,0
20240923-0405,0,0
20240923-0410,0,0
20240923-0415,0,0
20240923-0420,0,0
20240923-0425,0,0
20240923-0430,0,0
20240923-0435,0,0
20240923-0440,0,0
20240923-0445,0,0
20240923-0450,0,0
20240923-0455,0,0
20240923-0500,0,0
20240923-0505,0,0
20240923-0510,0,0
20240923-0515,0,0
20240923-0520,0,0
20240923-0525,0,0
20240923-0530,0,0
20240923-0535,0,0
20240923-0540,0,0
20240923-0545,0,0
20240923-0550,0,0
20240923-0555,0,0
20240923-0600,0,0
20240923-0605,0,0
20240923-0610,0,0
20240923-0615,0,0
20240923-0620,0,0
20240923-0625,0,0
20240923-0630,0,0
20240923-0635,0,0
20240923-0640,0,0
20240923-0645,0,0
20240923-0650,1,1
20240923-0655,1,8
20240923-0700,1,5
20240923-0705,3,12
20240923-0710,1,9
20240923-0715,0,0
20240923-0720,0,4
20240923-0725,1,6
20240923-0730,1,1
20240923-0735,0,1
20240923-0740,0,0
20240923-0745,0,0
20240923-0750,0,0
20240923-0755,0,0
20240923-0800,0,1
20240923-0805,0,0
20240923-0810,0,0
20240923-0815,0,0
20240923-0820,0,0
20240923-0825,0,0
20240923-0830,2,3
20240923-0835,0,7
20240923-0840,3,5
20240923-0845,0,1
20240923-0850,2,7
20240923-0855,0,1
20240923-0900,0,0
20240923-0905,0,0
20240923-0910,0,0
20240923-0915,0,-1
20240923-0920,0,0
20240923-0925,0,0
20240923-0930,0,0
20240923-0935,0,0
20240923-0940,0,0
20240923-0945,0,0
20240923-0950,0,0
20240923-0955,0,0
20240923-1000,0,0
20240923-1005,0,0
20240923-1010,0,0
20240923-1015,0,0
20240923-1020,0,0
20240923-1025,0,0
20240923-1030,5,4
20240923-1035,0,0
20240923-1040,0,0
20240923-1045,0,0
20240923-1050,0,0
20240923-1055,0,0
20240923-1100,1,1
20240923-1105,0,0
20240923-1110,0,0
20240923-1115,0,-13
20240923-1120,0,0
20240923-1125,0,0
20240923-1130,0,0
20240923-1135,2,3
20240923-1140,0,0
20240923-1145,0,1
20240923-1150,1,3
20240923-1155,0,0
20240923-1200,4,9
20240923-1205,1,13
20240923-1210,3,5
20240923-1215,0,0
20240923-1220,0,0
20240923-1225,0,0
20240923-1230,0,0
20240923-1235,0,0
20240923-1240,0,0
20240923-1245,0,0
20240923-1250,1,1
20240923-1255,0,0
20240923-1300,0,0
20240923-1305,0,0
20240923-1310,0,0
20240923-1315,0,-5
20240923-1320,1,2
20240923-1325,3,14
20240923-1330,0,4
20240923-1335,0,0
20240923-1340,0,2
20240923-1345,0,0
20240923-1350,0,0
20240923-1355,0,0
20240923-1400,0,0
20240923-1405,0,0
20240923-1410,0,0
20240923-1415,0,0
20240923-1420,0,0
20240923-1425,0,0
20240923-1430,0,0
20240923-1435,0,0
20240923-1440,0,0
20240923-1445,0,2
20240923-1450,1,3
20240923-1455,1,1
20240923-1500,3,9
20240923-1505,4,9
20240923-1510,2,3
20240923-1515,2,8
20240923-1520,2,5
20240923-1525,0,3
20240923-1530,1,0
20240923-1535,0,0
20240923-1540,0,0
20240923-1545,0,0
20240923-1550,0,0
20240923-1555,0,0
20240923-1600,2,7
20240923-1605,1,8
20240923-1610,0,1
20240923-1615,1,2
20240923-1620,0,0
20240923-1625,0,0
20240923-1630,0,0
20240923-1635,0,0
20240923-1640,0,0
20240923-1645,0,0
20240923-1650,0,0
20240923-1655,0,-1
20240923-1700,0,0
20240923-1705,0,2
20240923-1710,0,0
20240923-1715,0,0
20240923-1720,0,0
20240923-1725,0,0
20240923-1730,0,0
20240923-1735,0,0
20240923-1740,0,0
20240923-1745,0,0
20240923-1750,0,0
20240923-1755,0,0
20240923-1800,0,0
20240923-1805,0,0
20240923-1810,0,0
20240923-1815,0,0
20240923-1820,0,0
20240923-1825,0,0
20240923-1830,0,0
20240923-1835,0,0
20240923-1840,0,0
20240923-1845,0,0
20240923-1850,0,0
20240923-1855,0,0
20240923-1900,0,0
20240923-1905,0,0
20240923-1910,0,0
20240923-1915,0,0
20240923-1920,0,0
20240923-1925,0,0
20240923-1930,0,0
20240923-1935,0,0
20240923-1940,0,0
20240923-1945,0,0
20240923-1950,0,0
20240923-1955,0,0
20240923-2000,0,0
20240923-2005,0,0
20240923-2010,0,0
20240923-2015,0,0
20240923-2020,0,0
20240923-2025,0,0
20240923-2030,0,0
20240923-2035,0,0
20240923-2040,0,0
20240923-2045,0,0
20240923-2050,0,0
20240923-2055,0,-1
20240923-2100,0,0
20240923-2105,0,0
20240923-2110,0,0
20240923-2115,0,0
20240923-2120,0,0
20240923-2125,0,0
20240923-2130,0,0
20240923-2135,0,0
20240923-2140,0,0
20240923-2145,0,0
20240923-2150,0,0
20240923-2155,0,0
20240923-2200,0,0
20240923-2205,0,0
20240923-2210,0,0
20240923-2215,0,0
20240923-2220,0,0
20240923-2225,0,14
20240923-2230,3,15
20240923-2235,4,14
20240923-2240,2,14
20240923-2245,1,8
20240923-2250,0,6
20240923-2255,1,2
20240923-2300,0,0
20240923-2305,0,1
20240923-2310,1,-1
20240923-2315,1,9
20240923-2320,0,0
20240923-2325,0,0
20240923-2330,0,0
20240923-2335,0,0
20240923-2340,0,0
20240923-2345,0,0
20240923-2350,0,0
20240923-2355,0,0
20240924-0000,0,0
20240924-0005,0,0
20240924-0010,0,0
20240924-0015,0,0
20240924-0020,0,0
20240924-0025,0,0
20240924-0030,0,0
20240924-0035,0,0
20240924-0040,0,-1
20240924-0045,0,0
20240924-0050,0,0
20240924-0055,0,0
20240924-0100,0,0
20240924-0105,0,0
20240924-0110,0,0
20240924-0115,0,0
20240924-0120,0,0
20240924-0125,0,0
20240924-0130,0,0
20240924-0135,0,0
20240924-0140,0,0
20240924-0145,0,0
20240924-0150,0,0
20240924-0155,0,0
20240924-0200,0,0
20240924-0205,0,0
20240924-0210,0,0
20240924-0215,0,0
20240924-0220,0,0
20240924-0225,0,0
20240924-0230,0,0
20240924-0235,0,0
20240924-0240,0,0
20240924-0245,0,0
20240924-0250,0,0
20240924-0255,0,0
20240924-0300,0,0
20240924-0305,0,0
20240924-0310,0,0
20240924-0315,0,0
20240924-0320,0,0
20240924-0325,0,0
20240924-0330,0,0
20240924-0335,0,0
20240924-0340,3,2
20240924-0345,4,4
20240924-0350,0,0
20240924-0355,1,1
20240924-0400,1,3
20240924-0405,0,0
20240924-0410,2,1
20240924-0415,1,9
20240924-0420,0,0
20240924-0425,0,0
20240924-0430,0,0
20240924-0435,0,0
20240924-0440,0,0
20240924-0445,0,0
20240924-0450,0,0
20240924-0455,0,0
20240924-0500,0,0
20240924-0505,0,0
20240924-0510,0,0
20240924-0515,0,0
20240924-0520,0,0
20240924-0525,0,0
20240924-0530,0,0
20240924-0535,0,1
20240924-0540,2,3
20240924-0545,1,6
20240924-0550,6,11
20240924-0555,3,2
20240924-0600,0,0
20240924-0605,3,6
20240924-0610,1,9
20240924-0615,0,2
20240924-0620,0,0
20240924-0625,0,0
20240924-0630,0,0
20240924-0635,0,0
20240924-0640,0,0
20240924-0645,0,0
20240924-0650,0,0
20240924-0655,0,0
20240924-0700,0,0
20240924-0705,0,0
20240924-0710,0,0
20240924-0715,0,0
20240924-0720,0,0
20240924-0725,0,0
20240924-0730,0,0
20240924-0735,0,0
20240924-0740,0,0
20240924-0745,0,0
20240924-0750,0,0
20240924-0755,0,0
20240924-0800,0,0
20240924-0805,0,0
20240924-0810,0,0
20240924-0815,0,0
20240924-0820,0,0
20240924-0825,0,0
20240924-0830,0,0
20240924-0835,0,0
20240924-0840,0,0
20240924-0845,0,0
20240924-0850,0,0
20240924-0855,0,0
20240924-0900,0,0
20240924-0905,0,0
20240924-0910,0,0
20240924-0915,0,0
20240924-0920,0,0
20240924-0925,0,0
20240924-0930,1,2
20240924-0935,0,0
20240924-0940,0,1
20240924-0945,4,7
20240924-0950,1,0
20240924-0955,0,0
20240924-1000,0,0
20240924-1005,0,0
20240924-1010,2,2
20240924-1015,2,3
20240924-1020,0,0
20240924-1025,2,2
20240924-1030,2,5
20240924-1035,0,0
20240924-1040,0,0
20240924-1045,0,0
20240924-1050,0,0
20240924-1055,0,0
20240924-1100,0,0
20240924-1105,0,0
20240924-1110,0,0
20240924-1115,0,0
